,Zipcode,City,Lat,Lng,Population,counts
44677,90239,Downey,33.93,-118.11,697,0
44675,90232,Culver City,34.02,-118.39,13073,0
44672,90230,Culver City,33.99,-118.39,25528,0
44669,90224,Compton,33.87,-118.26,977,0
44666,90222,Compton,33.91,-118.23,20801,0
44663,90221,Compton,33.87,-118.21,36005,0
44659,90220,Compton,33.87,-118.24,34287,0
44658,90213,Beverly Hills,34.05,-118.4,902,0
44657,90212,Beverly Hills,34.06,-118.4,12548,0
44656,90211,Beverly Hills,34.06,-118.38,8596,0
44655,90210,Beverly Hills,34.09,-118.41,16984,0
44654,90209,Beverly Hills,34.07,-118.39,810,0
44652,90270,Maywood,33.98,-118.18,19023,0
44650,90202,Bell,33.96,-118.15,648,0
41345,96137,Westwood,40.26,-121.02,2564,0
44871,90068,Los Angeles,34.13,-118.33,15853,0
44873,90069,West Hollywood,34.09,-118.38,17126,0
44877,90071,Los Angeles,34.05,-118.25,964,0
45114,91307,West Hills,34.2,-118.69,20778,0
45112,91306,Winnetka,34.2,-118.57,34013,0
45108,91304,Canoga Park,34.22,-118.59,37168,0
45105,91303,Canoga Park,34.19,-118.6,17718,0
45103,93428,Cambria,35.59,-121.01,5624,0
45100,93012,Camarillo,34.2,-118.98,28348,0
45099,93011,Camarillo,34.21,-119.03,1879,0
45098,93010,Camarillo,34.23,-119.07,34198,0
45093,93518,Caliente,35.4,-118.51,828,0
45092,93206,Buttonwillow,35.43,-119.49,1766,0
45079,91506,Burbank,34.17,-118.32,15393,0
45078,91505,Burbank,34.17,-118.34,25892,0
45077,91504,Burbank,34.2,-118.3,20413,0
45076,91503,Burbank,34.18,-118.3,463,0
45075,91502,Burbank,34.17,-118.31,8245,0
45073,91501,Burbank,34.19,-118.29,16002,0
45072,93427,Buellton,34.61,-120.22,4914,0
45071,93517,Bridgeport,38.27,-119.33,665,0
45067,93426,Bradley,35.85,-120.8,851,0
45062,93516,Boron,34.96,-117.67,1337,0
45061,93205,Bodfish,35.52,-118.4,1286,0
45060,93515,Bishop,37.36,-118.4,1062,0
45051,93514,Bishop,37.5,-118.31,10011,0
45048,93513,Big Pine,37.18,-118.18,1370,0
45047,93390,Bakersfield,35.35,-119.0,1265,0
45117,91308,West Hills,34.2,-118.59,504,0
45046,93389,Bakersfield,35.35,-119.06,1766,0
45119,91309,Canoga Park,34.21,-118.59,590,0
45123,93014,Carpinteria,34.39,-119.51,1136,0
45168,91205,Glendale,34.13,-118.24,27150,0
45167,91204,Glendale,34.13,-118.26,11153,0
45166,91203,Glendale,34.15,-118.26,10833,0
45165,91202,Glendale,34.16,-118.26,17687,0
45164,91201,Glendale,34.17,-118.29,17448,0
45163,93225,Frazier Park,34.8,-119.01,3778,0
45160,93222,Pine Mountain Club,34.84,-119.17,1586,0
45159,93016,Fillmore,34.39,-118.91,1348,0
45158,93015,Fillmore,34.4,-118.83,12620,0
45156,93223,Farmersville,36.3,-119.19,6716,0
45155,93221,Exeter,36.28,-119.03,10596,0
45146,93523,Edwards,34.96,-117.87,2354,0
45143,93219,Earlimart,35.86,-119.28,6744,0
45142,93218,Ducor,35.86,-118.99,760,0
45139,91010,Duarte,34.13,-117.94,20593,0
45138,91009,Duarte,34.13,-117.96,476,0
45136,91008,Duarte,34.14,-117.96,879,0
45135,93216,Delano,35.75,-119.27,2141,0
45134,93215,Delano,35.78,-119.23,29597,0
45132,93432,Creston,35.47,-120.48,1200,0
45129,93212,Corcoran,36.07,-119.53,9472,0
45128,93210,Coalinga,36.19,-120.39,9762,0
45127,91313,Chatsworth,34.23,-118.58,686,0
45126,91311,Chatsworth,34.28,-118.61,29782,0
45125,93430,Cayucos,35.48,-120.92,2539,0
45122,93013,Carpinteria,34.43,-119.52,12862,0
45044,93387,Bakersfield,35.35,-118.95,874,0
45043,93386,Bakersfield,35.37,-118.95,671,0
45042,93385,Bakersfield,35.37,-118.99,598,0
44986,93510,Acton,34.49,-118.22,6716,0
44980,90294,Venice,33.98,-118.47,681,0
44978,90293,Playa Del Rey,33.94,-118.44,9536,0
44972,90291,Venice,33.99,-118.46,20638,0
44971,90290,Topanga,34.1,-118.6,5072,0
44970,90280,South Gate,33.94,-118.2,70212,0
44963,90405,Santa Monica,34.01,-118.46,22070,0
44962,90404,Santa Monica,34.02,-118.47,16220,0
44961,90403,Santa Monica,34.03,-118.49,20118,0
44960,90402,Santa Monica,34.03,-118.5,9702,0
44959,90401,Santa Monica,34.01,-118.49,4953,0
44958,90278,Redondo Beach,33.87,-118.37,33427,0
44957,90277,Redondo Beach,33.83,-118.38,30038,0
44956,90254,Hermosa Beach,33.86,-118.39,16137,0
44948,90275,Rancho Palos Verdes,33.75,-118.31,35895,0
44941,90274,Palos Verdes Peninsula,33.77,-118.34,24008,0
44939,90272,Pacific Palisades,34.07,-118.54,19526,0
44937,90267,Manhattan Beach,33.87,-118.39,876,0
44934,90265,Malibu,34.06,-118.81,12992,0
44933,90264,Malibu,34.04,-118.77,497,0
44931,90262,Lynwood,33.92,-118.2,47895,0
44916,90094,Playa Vista,33.97,-118.43,3903,0
44915,90093,Los Angeles,34.09,-118.33,439,0
44903,90086,Los Angeles,34.06,-118.23,550,0
44891,90077,Los Angeles,34.1,-118.45,7412,0
44987,91301,Agoura Hills,34.12,-118.76,22555,0
44996,91376,Agoura Hills,34.14,-118.75,642,0
44998,91377,Oak Park,34.19,-118.76,12293,0
45000,93201,Alpaugh,35.86,-119.46,696,0
45041,93384,Bakersfield,35.37,-119.01,1480,0
45035,93314,Bakersfield,35.38,-119.2,17646,0
45031,93313,Bakersfield,35.15,-119.06,31082,0
45030,93312,Bakersfield,35.38,-119.22,43353,0
45029,93311,Bakersfield,35.18,-119.21,30317,0
45028,93309,Bakersfield,35.34,-119.07,40902,0
45027,93308,Bakersfield,35.54,-118.91,34003,0
45025,93307,Bakersfield,35.2,-118.86,49152,0
45024,93306,Bakersfield,35.43,-118.83,43761,0
45023,93305,Bakersfield,35.39,-118.98,20671,0
45022,93304,Bakersfield,35.33,-119.02,30415,0
45021,93303,Bakersfield,35.55,-118.92,446,0
45170,91207,Glendale,34.18,-118.25,8398,0
45020,93302,Bakersfield,35.37,-119.02,635,0
45018,93424,Avila Beach,35.18,-120.76,1139,0
45017,93204,Avenal,35.92,-120.1,6674,0
45016,93423,Atascadero,35.48,-120.64,2688,0
45015,93422,Atascadero,35.45,-120.71,22551,0
45013,93203,Arvin,35.08,-118.79,14589,0
45011,93421,Arroyo Grande,35.12,-120.57,1293,0
45008,93420,Arroyo Grande,35.16,-120.43,22308,0
45007,93202,Armona,36.31,-119.71,3054,0
45004,91007,Arcadia,34.12,-118.05,26674,0
45003,91006,Arcadia,34.13,-118.02,28021,0
45002,91003,Altadena,34.18,-118.13,403,0
45001,91001,Altadena,34.2,-118.13,28725,0
45019,93301,Bakersfield,35.38,-119.02,7620,0
45830,93279,Visalia,36.32,-119.29,1162,0
45819,93004,Ventura,34.27,-119.16,23167,0
45832,93291,Visalia,36.4,-119.38,33290,0
46436,92275,Salton City,33.28,-115.92,894,0
46428,92274,Thermal,33.48,-116.1,11251,0
46426,92593,Temecula,33.5,-117.15,1600,0
46424,92592,Temecula,33.53,-117.04,53769,0
46422,92591,Temecula,33.53,-117.1,29508,0
46420,92590,Temecula,33.48,-117.22,2592,0
46418,92589,Temecula,33.51,-117.1,2342,0
46412,91980,Tecate,32.59,-116.58,1985,0
46408,92587,Sun City,33.69,-117.24,12535,0
46406,92586,Sun City,33.7,-117.19,15299,0
46403,92585,Sun City,33.74,-117.18,12616,0
46438,92276,Thousand Palms,33.8,-116.36,5380,0
46401,92584,Menifee,33.65,-117.18,28269,0
46399,91978,Spring Valley,32.71,-116.94,7267,0
46397,91976,Spring Valley,32.74,-116.98,418,0
46396,92075,Solana Beach,32.99,-117.25,10911,0
46393,92273,Seeley,32.79,-115.69,1430,0
46392,92072,Santee,32.83,-117.03,1144,0
46391,92071,Santee,32.85,-116.99,42808,0
46390,92070,Santa Ysabel,33.18,-116.73,972,0
46387,92079,San Marcos,33.14,-117.16,1626,0
46386,92078,San Marcos,33.11,-117.16,31603,0
46384,92069,San Marcos,33.15,-117.17,34357,0
46381,92583,San Jacinto,33.79,-116.93,18842,0
46400,91979,Spring Valley,32.73,-116.97,968,0
46441,92277,Twentynine Palms,34.24,-115.86,16226,0
46444,92278,Twentynine Palms,34.27,-116.1,2701,0
46448,92391,Twin Peaks,34.23,-117.23,1414,0
46496,92802,Anaheim,33.81,-117.91,29583,0
46495,92801,Anaheim,33.84,-117.95,45683,0
46490,91803,Alhambra,34.07,-118.14,24399,0
46489,91802,Alhambra,34.09,-118.12,1647,0
46488,91801,Alhambra,34.09,-118.13,41211,0
46484,91715,City Of Industry,34.01,-117.97,701,0
46481,92286,Yucca Valley,34.18,-116.4,1793,0
46477,92285,Landers,34.33,-116.51,1274,0
46476,92284,Yucca Valley,34.15,-116.41,15762,0
46474,92399,Yucaipa,34.04,-117.01,39430,0
46473,92398,Yermo,34.98,-116.78,1179,0
46472,92397,Wrightwood,34.36,-117.61,4357,0
46470,92283,Winterhaven,32.87,-114.72,2269,0
46468,92596,Winchester,33.63,-117.07,16229,0
46467,92595,Wildomar,33.62,-117.25,23090,0
46466,92281,Westmorland,33.03,-115.55,1694,0
46464,92086,Warner Springs,33.28,-116.6,1068,0
46460,92085,Vista,33.19,-117.23,2268,0
46459,92084,Vista,33.21,-117.2,34654,0
46457,92081,Vista,33.18,-117.24,21220,0
46454,92395,Victorville,34.48,-117.36,26559,0
46452,92394,Victorville,34.57,-117.33,18928,0
46451,92393,Victorville,34.48,-117.31,2612,0
46450,92392,Victorville,34.49,-117.36,37842,0
46449,92082,Valley Center,33.25,-116.98,15502,0
46380,92582,San Jacinto,33.81,-117.02,9984,0
46375,92196,San Diego,32.91,-117.12,1097,0
46374,92195,San Diego,32.74,-117.05,680,0
46373,92193,San Diego,32.8,-117.14,487,0
46305,92130,San Diego,32.95,-117.19,40642,0
46304,92129,San Diego,32.96,-117.12,43907,0
46302,92128,San Diego,32.99,-117.07,40522,0
46301,92127,San Diego,33.02,-117.12,30553,0
46300,92126,San Diego,32.88,-117.13,57845,0
46299,92124,San Diego,32.82,-117.08,23756,0
46298,92123,San Diego,32.8,-117.13,21442,0
46297,92122,San Diego,32.85,-117.2,29139,0
46296,92121,San Diego,32.9,-117.2,3933,0
46295,92120,San Diego,32.79,-117.06,22173,0
46294,92119,San Diego,32.81,-117.03,19213,0
46292,92118,Coronado,32.65,-117.14,13928,0
46291,92117,San Diego,32.81,-117.19,40891,0
46290,92116,San Diego,32.76,-117.12,24400,0
46289,92115,San Diego,32.75,-117.07,36221,0
46288,92114,San Diego,32.71,-117.05,50254,0
46287,92113,San Diego,32.69,-117.11,32148,0
46286,92112,San Diego,32.72,-117.16,1327,0
46285,92111,San Diego,32.8,-117.16,34112,0
45831,93290,Visalia,36.33,-119.29,1172,0
46282,92109,San Diego,32.79,-117.23,32741,0
46281,92108,San Diego,32.77,-117.1,14070,0
46279,92107,San Diego,32.73,-117.24,21395,0
46278,92106,San Diego,32.72,-117.23,15576,0
46277,92105,San Diego,32.73,-117.08,45433,0
46306,92131,San Diego,32.89,-117.07,30124,0
46498,92803,Anaheim,33.84,-117.93,1783,0
46311,92135,San Diego,32.7,-117.18,523,0
46317,92138,San Diego,32.76,-117.2,2375,0
46372,92192,San Diego,32.85,-117.21,1002,0
46360,92178,Coronado,32.68,-117.17,1329,0
46359,92177,San Diego,32.82,-117.19,766,0
46357,92175,San Diego,32.76,-117.06,566,0
46356,92174,San Diego,32.7,-117.08,868,0
46354,92173,San Ysidro,32.55,-117.04,37591,0
46353,92172,San Diego,32.96,-117.13,703,0
46352,92171,San Diego,32.78,-117.17,718,0
46351,92170,San Diego,32.69,-117.13,686,0
46350,92169,San Diego,32.79,-117.25,1191,0
46349,92168,San Diego,32.76,-117.15,719,0
46348,92167,San Diego,32.74,-117.24,569,0
46346,92165,San Diego,32.74,-117.1,610,0
46345,92164,San Diego,32.74,-117.12,475,0
46344,92163,San Diego,32.74,-117.16,956,0
46340,92160,San Diego,32.78,-117.09,501,0
46339,92159,San Diego,32.8,-117.03,504,0
46335,92155,San Diego,32.67,-117.16,533,0
46334,92154,San Diego,32.56,-117.01,67736,0
46332,92153,San Diego,32.56,-117.08,1338,0
46329,92150,San Diego,32.98,-117.08,1730,0
46324,92145,San Diego,32.87,-117.15,1619,0
46322,92143,San Ysidro,32.56,-116.97,2978,0
46321,92142,San Diego,32.83,-117.09,513,0
46318,92139,San Diego,32.68,-117.04,28551,0
46314,92136,San Diego,32.67,-117.11,740,0
46501,92805,Anaheim,33.82,-117.91,50587,0
46503,92806,Anaheim,33.83,-117.86,28271,0
46505,92807,Anaheim,33.85,-117.79,31116,0
46667,90632,La Habra,33.91,-117.95,673,0
46663,90631,La Habra,33.94,-117.95,52341,0
46658,92677,Laguna Niguel,33.53,-117.7,53608,0
46655,92656,Aliso Viejo,33.57,-117.72,39419,0
46648,92653,Laguna Hills,33.6,-117.71,26019,0
46646,92652,Laguna Beach,33.54,-117.78,1216,0
46641,92637,Laguna Woods,33.61,-117.72,13491,0
46639,92607,Laguna Niguel,33.52,-117.7,795,0
46633,92623,Irvine,33.69,-117.81,1058,0
46632,92620,Irvine,33.7,-117.76,31192,0
46631,92619,Irvine,33.66,-117.76,1410,0
46630,92618,Irvine,33.67,-117.73,12059,0
46629,92617,Irvine,33.63,-117.83,4977,0
46628,92616,Irvine,33.64,-117.83,574,0
46627,92614,Irvine,33.68,-117.85,19513,0
46626,92612,Irvine,33.63,-117.81,16945,0
46625,92606,Irvine,33.7,-117.79,16267,0
46624,92604,Irvine,33.69,-117.78,22273,0
46623,92603,Irvine,33.62,-117.79,16155,0
46622,92602,Irvine,33.74,-117.76,17238,0
46620,92649,Huntington Beach,33.71,-118.04,27766,0
46617,92648,Huntington Beach,33.67,-118.0,36978,0
46615,92647,Huntington Beach,33.72,-118.0,44920,0
46612,92646,Huntington Beach,33.66,-117.97,47363,0
46610,92615,Huntington Beach,33.65,-117.96,746,0
46668,90633,La Habra,33.93,-117.94,508,0
46608,92605,Huntington Beach,33.71,-118.0,436,0
46669,90711,Lakewood,33.84,-118.14,543,0
46672,90714,Lakewood,33.85,-118.13,739,0
46740,90814,Long Beach,33.77,-118.14,13995,0
